ID,Gender,Weight (kg),Height (cm),Size
1801,Male,11.3,74,XS
1802,Male,-0.8,50,XS
1803,Male,16.9,98.9,S
1804,Female,3.2,63.9,XS
1805,Male,17.5,82.1,S
1806,Female,30.8,136.8,M
1807,Male,34,149,M
1808,Male,6.4,37.9,XS
1809,Female,48.3,182.1,XL
1810,Male,25.4,120.4,XL
1811,Female,22.3,109.8,S
1812,Female,12.7,60,XS
1813,Male,4.7,58.7,XS
1814,Female,21.9,107.3,S
1815,Female,33.3,144.5,M
1816,Male,43.4,165,XL
1817,Female,7.3,54.8,XS
1818,Female,16.4,69.1,XS
1819,Female,33.3,133.1,M
1820,Female,16.1,82,S
1821,Male,6.3,53.5,XS
1822,Female,24.7,108.1,S
1823,Male,14.5,61.3,XS
1824,Female,27.5,148.3,XL
1825,Female,22.9,104.9,S
1826,Male,11.9,78.3,XS
1827,Male,-0.7,43.6,XS
1828,Female,42.2,135.1,M
1829,Female,22.4,88,S
1830,Male,7,38.5,XS
1831,Female,10,47.8,XS
1832,Female,33.7,135.5,M
1833,Male,42.6,150,M
1834,Male,46.5,165,XL
1835,Female,43.7,173.6,XL
1836,Female,49.8,160.6,XL
1837,Male,7.3,60.2,XS
1838,Male,32.6,133.4,M
1839,Female,9.4,58.9,XS
1840,Female,37.3,147.6,M
1841,Male,31.2,120.7,M
1842,Female,12.7,61.5,XS
1843,Male,28.2,113.6,S
1844,Male,33.3,129.6,M
1845,Female,22.8,94.5,S
1846,Male,19.4,68.3,XS
1847,Female,36.4,144.6,M
1848,Female,43.4,141.3,M
1849,Female,12.9,103.6,S
1850,Male,33.8,161,XL
1851,Male,33.4,140.2,M
1852,Female,39.4,146.9,M
1853,Female,26.3,99.7,S
1854,Male,20.6,126.5,XL
1855,Female,37.2,163.3,XL
1856,Male,15.7,89.2,S
1857,Female,24.5,104.7,S
1858,Male,15.6,70,XS
1859,Male,38.1,158,M
1860,Female,8.4,43.5,XS
1861,Female,17.7,79,XS
1862,Male,-0.8,56.8,XS
1863,Female,34.4,157,M
1864,Male,41.1,155.1,M
1865,Male,42.8,159.1,M
1866,Male,47.6,174.2,XL
1867,Female,36.6,163,XL
1868,Male,16.7,82.2,S
1869,Female,11.7,63.3,XS
1870,Male,40.5,125.3,M
1871,Male,21,131.8,XL
1872,Male,37.4,141,M
1873,Female,40.2,151.3,M
1874,Male,44.7,139.9,M
1875,Female,33.3,131.8,M
1876,Female,2.9,51.3,XS
1877,Female,22.8,113.5,S
1878,Male,26.3,136.2,XL
1879,Male,42.4,136,M
1880,Female,17.2,76.7,XS
1881,Female,-2.2,44.3,XS
1882,Male,18.4,75.8,XS
1883,Female,43,161.2,XL
1884,Male,14,74.4,XS
1885,Male,15.8,67.9,XS
1886,Female,-0.7,48.2,XS
1887,Female,25.2,90.2,S
1888,Male,12.4,87.7,S
1889,Female,41.7,170,XL
1890,Male,7.2,82.6,XS
1891,Female,46,176.3,XL
1892,Male,27.8,98.7,S
1893,Male,36.3,96.5,M
1894,Male,30.3,114.8,M
1895,Female,21.1,103.8,S
1896,Male,8.1,48.2,XS
1897,Male,35,139.9,M
1898,Female,8.2,60.8,XS
1899,Male,6.6,68.9,XS
1900,Female,21.4,112.6,S
1901,Female,42.5,169.2,XL
1902,Female,27.4,97.5,S
1903,Female,36.8,162.8,XL
1904,Female,24.3,124,XL
1905,Male,17.7,94.4,S
1906,Male,31.6,108.8,M
1907,Male,21.8,67.9,XS
1908,Female,14.1,77,XS
1909,Female,43.2,166.3,XL
1910,Male,0.8,66.4,XS
1911,Female,19.4,91.6,S
1912,Female,46.2,159,M
1913,Female,33.7,167.6,XL
1914,Female,48,150.6,M
1915,Male,43.1,136.6,M
1916,Female,38.4,133.8,M
1917,Male,31.7,138.5,M
1918,Female,5.8,64.5,XS
1919,Male,12,69.3,XS
1920,Female,36.3,154.2,M
1921,Female,16.4,116.7,S
1922,Male,10.9,81.6,S
1923,Male,6.2,61.1,XS
1924,Male,8.3,79.4,XS
1925,Female,20.7,101.6,S
1926,Male,35,150.8,M
1927,Male,37.8,153.9,M
1928,Male,9.8,52,XS
1929,Female,16.9,102.7,S
1930,Female,47.7,172,XL
1931,Male,26.2,123.6,XL
1932,Male,18,71.1,XS
1933,Female,24.1,81.9,S
1934,Female,14.7,88.7,S
1935,Male,30.1,143.6,M
1936,Male,13.6,78.6,XS
1937,Male,17.1,67.8,XS
1938,Female,6.8,71.3,XS
1939,Male,49,166.6,XL
1940,Male,19.4,76.4,XS
1941,Male,45.9,173.2,XL
1942,Female,41,152.1,M
1943,Female,31.8,130.5,M
1944,Female,30.5,112,M
1945,Male,42.8,138.9,M
1946,Male,0.8,60.3,XS
1947,Male,11.2,68.7,XS
1948,Female,30.1,122.1,M
1949,Female,45.1,164,XL
1950,Female,18.1,120.9,XL
1951,Male,32,115.8,M
1952,Female,9.1,73,XS
1953,Male,26.5,127.8,XL
1954,Male,6.3,66.9,XS
1955,Female,19.6,92.4,S
1956,Male,40.4,151.9,M
1957,Male,29.3,128.4,XL
1958,Male,33.2,136.3,M
1959,Male,31.8,127.9,M
1960,Female,29.8,150.6,XL
1961,Male,43.5,166.4,XL
1962,Female,28.1,100.7,S
1963,Male,46.7,172.2,XL
1964,Male,35.1,146.9,M
1965,Female,33.2,120.3,M
1966,Male,43.5,162.9,XL
1967,Male,55.4,186.3,XL
1968,Female,17.1,82.8,S
1969,Female,6.8,74.6,XS
1970,Male,17.6,107.8,S
1971,Male,40.6,130.7,M
1972,Female,16.1,81.6,S
1973,Male,37.3,158.4,M
1974,Male,9.4,82.4,XS
1975,Male,23.5,91.6,S
1976,Male,-4.9,46.6,XS
1977,Female,25.1,92.1,S
1978,Male,7.3,61.5,XS
1979,Male,40.1,157.2,M
1980,Male,22.4,124.7,XL
1981,Male,6.1,90.5,XS
1982,Male,2.7,58.1,XS
1983,Male,24.9,111.7,S
1984,Male,42,167.8,XL
1985,Male,30.8,98.4,M
1986,Male,38.9,138.3,M
1987,Female,9.6,78.2,XS
1988,Female,-7.5,37.4,XS
1989,Female,20.2,107.9,S
1990,Female,28.4,146.9,XL
1991,Female,18.5,82.2,S
1992,Male,13.7,71.6,XS
1993,Male,13.5,60.7,XS
1994,Male,24.1,97.5,S
1995,Female,18.3,84.7,S
1996,Female,26.8,108.2,S
1997,Male,30.2,104,M
1998,Female,16.4,93.5,S
1999,Female,9.2,74.6,XS
2000,Male,31,138,M
2001,Female,19.3,95.1,S
2002,Female,39.1,147.9,M
2003,Female,38.6,162.8,XL
2004,Female,29.3,112.4,S
2005,Male,9.1,52.4,XS
2006,Female,13.2,84.1,S
2007,Female,15,67.6,XS
2008,Female,11.9,86.7,S
2009,Female,22.9,110.8,S
2010,Male,26.8,123.7,XL
2011,Female,21.3,91.5,S
2012,Female,4.7,83.5,XS
2013,Female,46.7,147,M
2014,Female,27.3,93.5,S
2015,Female,49,164.4,XL
2016,Male,17.4,132.1,XL
2017,Male,41,161.7,XL
2018,Male,46.5,167.4,XL
2019,Female,15.6,78,XS
2020,Female,24,96.6,S
2021,Female,36.4,141.4,M
2022,Female,36,107.8,M
2023,Male,4.8,51.4,XS
2024,Female,43.7,171.6,XL
2025,Female,13.7,88.9,S
2026,Female,38.6,173.3,XL
2027,Female,5.9,74.7,XS
2028,Female,37.2,120.8,M
2029,Male,49.4,178.9,XL
2030,Male,40.7,176.1,XL
2031,Male,20.6,97.9,S
2032,Female,8.8,40.4,XS
2033,Male,17.3,76.8,XS
2034,Female,13,64.5,XS
2035,Female,49.9,157.3,M
2036,Female,28.9,90.6,S
2037,Male,15.2,88.3,S
2038,Female,16.5,93.6,S
2039,Male,18.6,90.8,S
2040,Male,21.4,101.4,S
2041,Female,22.2,96.8,S
2042,Male,15.6,74.4,XS
2043,Male,30.4,132.1,M
2044,Female,6.1,86.7,XS
2045,Female,43.9,161.4,XL
2046,Male,37.7,149,M
2047,Female,16.2,86.3,S
2048,Male,12.9,84.7,S
2049,Male,30.8,118.1,M
2050,Male,14.9,74.4,XS
2051,Male,42.4,154.4,M
2052,Female,32.8,119.8,M
2053,Male,42.2,148.3,M
2054,Female,26.7,112.8,S
2055,Male,41.2,138.8,M
2056,Female,8.2,52,XS
2057,Male,8.8,52.4,XS
2058,Female,40.5,151.2,M
2059,Male,14.5,115.4,S
2060,Male,16.6,69.9,XS
2061,Female,18.2,107.2,S
2062,Female,45.2,157.6,M
2063,Female,9.3,75.1,XS
2064,Female,40.3,147.5,M
2065,Male,30.7,138.1,M
2066,Male,9.4,59.6,XS
2067,Female,21.6,95.2,S
2068,Female,19.1,114.4,S
2069,Male,5,66.2,XS
2070,Male,38.7,137,M
2071,Male,34.3,121.1,M
2072,Male,32.8,129.5,M
2073,Male,19.1,63,XS
2074,Female,25,107.7,S
2075,Female,12.3,60.4,XS
2076,Female,20.5,123.5,XL
2077,Female,37.2,140.9,M
2078,Male,-2.3,60.8,XS
2079,Male,50.7,175,L
2080,Female,30.6,106.2,M
2081,Female,21.9,110.4,S
2082,Female,28.1,101.8,S
2083,Female,18.2,84.4,S
2084,Male,33.7,132.9,M
2085,Female,21.2,89.8,S
2086,Female,39,161.1,XL
2087,Male,18.7,89,S
2088,Female,36.1,156.5,M
2089,Male,32.6,139.2,M
2090,Male,33.2,131.2,M
2091,Male,18.4,99.5,S
2092,Female,49.4,161.8,XL
2093,Male,8.9,73.1,XS
2094,Female,43,166,XL
2095,Female,38.1,143.4,M
2096,Male,26.9,115.3,S
2097,Female,17.4,114.9,S
2098,Female,36,120.7,M
2099,Male,46.1,158.4,M
2100,Male,24.2,103.6,S
2101,Female,17.2,106.6,S
2102,Male,5.2,61.8,XS
2103,Male,0.5,55.4,XS
2104,Male,39.5,152,M
2105,Male,39.9,144.6,M
2106,Male,14.3,110.9,S
2107,Male,24.6,107.5,S
2108,Female,11.6,94.1,S
2109,Male,20.9,94.6,S
2110,Female,26,121.3,XL
2111,Male,30.8,129.3,M
2112,Male,41.2,148.8,M
2113,Female,34.9,108.6,M
2114,Female,42.8,148.7,M
2115,Female,18.4,96.5,S
2116,Female,40.7,143.7,M
2117,Female,44.4,170.8,XL
2118,Male,13.4,61.1,XS
2119,Male,37.8,155.6,M
2120,Female,30.5,132.9,M
2121,Male,21.7,88.6,S
2122,Female,11.1,106.3,S
2123,Female,17.7,83.9,S
2124,Male,45.7,169.6,XL
2125,Male,24.5,80.7,S
2126,Male,25.3,139.8,XL
2127,Male,9,68,XS
2128,Female,16.5,88.5,S
2129,Female,8.6,73.9,XS
2130,Male,35,112.8,M
2131,Male,36.2,134.8,M
2132,Female,10.1,80.6,S
2133,Male,23.7,88.6,S
2134,Male,31.4,147.4,M
2135,Female,32,131.3,M
2136,Male,32.9,135.7,M
2137,Male,37.4,118.3,M
2138,Female,24.5,117.7,S
2139,Female,20.2,99.1,S
2140,Male,51.5,155.7,L
2141,Male,44.2,155.3,M
2142,Female,27.3,90.4,S
2143,Male,33.1,114.3,M
2144,Male,16.8,63.8,XS
2145,Female,25.2,130.7,XL
2146,Male,26.7,111,S
2147,Male,15.2,70.2,XS
2148,Male,33.1,150.8,M
2149,Female,17,111.7,S
2150,Female,5.7,49.8,XS
2151,Female,16.3,66.2,XS
2152,Female,36,152.8,M
2153,Female,7.6,50.9,XS
2154,Male,9.2,65.4,XS
2155,Male,47.4,154.5,M
2156,Male,20.9,128.2,XL
2157,Female,16.7,90.7,S
2158,Female,29.9,131.1,XL
2159,Male,15.5,88.7,S
2160,Male,21.1,108,S
2161,Male,33.7,105.2,M
2162,Female,1.1,52.8,XS
2163,Female,23.5,113.8,S
2164,Female,9,64.4,XS
2165,Female,13.4,61.9,XS
2166,Female,40.8,160.1,XL
2167,Male,12.5,58.7,XS
2168,Male,23.1,106.8,S
2169,Male,43.1,153.7,M
2170,Female,22.8,97.6,S
2171,Male,3.2,49,XS
2172,Male,10.4,40.5,XS
2173,Male,12.7,92.2,S
2174,Female,35.4,142.7,M
2175,Male,28.8,118.1,S
2176,Male,12.9,77.2,XS
2177,Female,38.7,141.1,M
2178,Female,22.3,116.5,S
2179,Female,31.7,161.6,XL
2180,Male,34.6,132.3,M
2181,Male,13.1,42,XS
2182,Female,28.3,119.6,S
2183,Female,7.2,57,XS
2184,Female,26.2,136.7,XL
2185,Female,28.2,127.5,XL
2186,Male,34.9,138.5,M
2187,Female,1.3,57.3,XS
2188,Male,14.2,69.4,XS
2189,Female,25.1,132.9,XL
2190,Female,27,93.7,S
2191,Male,33.8,151.6,M
2192,Female,35.6,143.1,M
2193,Male,46.6,159,M
2194,Male,18.1,80.8,S
2195,Female,28.6,129.5,XL
2196,Male,22.9,94.4,S
2197,Female,36.5,142.3,M
2198,Male,40.5,164.7,XL
2199,Male,32.5,142.8,M
2200,Female,44.3,178.1,XL
2201,Male,37.7,129.4,M
2202,Female,36.2,109,M
2203,Female,30.1,106.6,M
2204,Female,47,142.7,M
2205,Female,11.2,94.1,S
2206,Female,35.8,151.9,M
2207,Male,43.8,159.9,M
2208,Female,38.8,144.4,M
2209,Female,18,89.6,S
2210,Male,39.6,145.7,M
2211,Female,28.8,121.6,XL
2212,Male,25,61.3,XS
2213,Female,27.1,114.1,S
2214,Male,-0.8,41.2,XS
2215,Male,43.1,162.9,XL
2216,Female,36.8,149.6,M
2217,Male,6,54.3,XS
2218,Female,8.5,73.3,XS
2219,Female,11.5,57.6,XS
2220,Female,42.3,151.3,M
2221,Male,3.6,65.8,XS
2222,Female,22,97.7,S
2223,Female,21.4,68.1,XS
2224,Female,16.1,92.9,S
2225,Male,15.1,86.1,S
2226,Male,23.4,90.2,S
2227,Male,34.6,141,M
2228,Female,38.2,145.6,M
2229,Male,25.8,125.4,XL
2230,Female,41.7,145.5,M
2231,Male,22.9,98.5,S
2232,Male,20,120.1,XL
2233,Male,39.4,122.5,M
2234,Male,38.8,154.2,M
2235,Male,20.4,77.7,XS
2236,Male,28.8,118.2,S
2237,Female,43,152.8,M
2238,Female,15.2,74.2,XS
2239,Male,4,67.6,XS
2240,Female,47.9,152.1,M
2241,Male,34.9,124.5,M
2242,Female,1.4,64.4,XS
2243,Male,0.4,79.3,XS
2244,Male,38.4,127.2,M
2245,Male,31.3,124.9,M
2246,Male,31.2,148.5,M
2247,Female,38.4,170.8,XL
2248,Female,25.2,88.8,S
2249,Male,39.3,151.2,M
2250,Female,44.8,167.1,XL
2251,Female,29.9,124.8,XL
2252,Male,16.5,74.3,XS
2253,Female,6.6,70.5,XS
2254,Male,21,103,S
2255,Female,10.9,63.2,XS
2256,Female,29.3,132.6,XL
2257,Male,33.8,149,M
2258,Male,8.7,77.7,XS
2259,Female,18.9,98.8,S
2260,Female,5.1,50.3,XS
2261,Female,28.8,145.1,XL
2262,Female,6,67.4,XS
2263,Female,28.3,137.7,XL
2264,Male,24.2,109.1,S
2265,Male,36.5,150,M
2266,Male,38.7,163,XL
2267,Female,40.5,172.1,XL
2268,Male,32.9,132.1,M
2269,Male,30.8,149.8,M
2270,Female,15.3,83,S
2271,Male,28.1,123.6,XL
2272,Male,13.6,84,S
2273,Female,47.3,183.1,XL
2274,Male,8.4,90.4,XS
2275,Female,40.2,167.4,XL
2276,Female,14.6,76.3,XS
2277,Female,35,130.8,M
2278,Male,44.5,137.3,M
2279,Female,22.7,117.5,S
2280,Female,24.9,108.1,S
2281,Female,34.4,130,M
2282,Female,37.5,166,XL
2283,Male,16.7,72,XS
2284,Male,7.1,55.1,XS
2285,Female,-0.9,51,XS
2286,Female,4.8,54.7,XS
2287,Female,10.1,59.1,XS
2288,Male,21,100.2,S
2289,Male,17.7,91.2,S
2290,Female,36.8,167.2,XL
2291,Female,40.4,150.9,M
2292,Male,43.8,132.3,M
2293,Female,16.1,75.8,XS
2294,Female,25.4,104.6,S
2295,Female,17.4,70.9,XS
2296,Male,37.7,154.9,M
2297,Female,43,126.1,M
2298,Male,0.3,43.2,XS
2299,Female,6,59.5,XS
2300,Male,23.6,114.5,S
2301,Female,1.2,57.6,XS
2302,Female,22.4,107.4,S
2303,Male,12.1,83.6,S
2304,Female,41.6,171,XL
2305,Male,13.9,50.5,XS
2306,Male,10.4,78.4,XS
2307,Male,-1.3,53.8,XS
2308,Female,17.5,86.8,S
2309,Male,31.9,115.2,M
2310,Male,19.7,54.1,XS
2311,Male,2.1,61.4,XS
2312,Female,14.9,98,S
2313,Male,20.3,124.2,XL
2314,Male,23.4,121.4,XL
2315,Female,48.1,168.2,XL
2316,Female,22.9,89,S
2317,Female,22.5,110.5,S
2318,Male,30.4,137.9,M
2319,Male,21.4,112,S
2320,Female,27.7,120.4,XL
2321,Female,31.8,116.1,M
2322,Male,13,81.3,S
2323,Female,26,103.8,S
2324,Female,6.4,82.2,XS
2325,Female,20.4,60.7,XS
2326,Female,21.9,81.8,S
2327,Male,21.9,108.7,S
2328,Male,23.3,109.1,S
2329,Female,11.7,66.7,XS
2330,Male,20.7,67.4,XS
2331,Male,30.3,154.5,M
2332,Female,41.7,158.6,M
2333,Male,28.8,147.4,XL
2334,Male,37.3,174.8,XL
2335,Male,21.3,86.2,S
2336,Male,36.3,151,M
2337,Female,14.3,86.5,S
2338,Male,56.9,166.2,L
2339,Male,32.7,99.1,M
2340,Female,28.4,108.8,S
2341,Male,19.5,83.4,S
2342,Female,18.3,83.5,S
2343,Male,24.9,85.3,S
2344,Female,21.2,85,S
2345,Female,26.9,124.7,XL
2346,Female,44.1,146.2,M
2347,Female,27.5,100.8,S
2348,Male,28.1,123.6,XL
2349,Male,36.5,136,M
2350,Male,37.1,152.6,M
2351,Male,28.9,133.5,XL
2352,Female,42,133,M
2353,Female,18.9,97.2,S
2354,Female,11.2,81.3,S
2355,Male,15.7,54.8,XS
2356,Male,25,73.1,XS
2357,Female,44.9,160.3,XL
2358,Female,26.4,110.3,S
2359,Female,20.1,85.8,S
2360,Female,37,139.8,M
2361,Male,46.2,149,M
2362,Male,35.5,134.3,M
2363,Male,36.1,168.3,XL
2364,Male,24.1,131,XL
2365,Female,6.3,67.3,XS
2366,Male,11.5,76.1,XS
2367,Female,29.2,113.6,S
2368,Female,39.8,144.5,M
2369,Male,28.1,112.6,S
2370,Male,31.6,154.7,M
2371,Female,34.5,139.9,M
2372,Male,17.9,109.3,S
2373,Female,36.9,144.4,M
2374,Female,30.6,103.2,M
2375,Female,42.3,161.3,XL
2376,Male,11.6,84.6,S
2377,Male,40.6,151.2,M
2378,Male,2.6,57.1,XS
2379,Male,30.3,146.5,M
2380,Female,34.5,150.8,M
2381,Male,11.2,62.6,XS
2382,Male,45.2,178.2,XL
2383,Female,40.1,169.5,XL
2384,Female,22.1,102.8,S
2385,Female,15.3,59.4,XS
2386,Male,46.9,136.6,M
2387,Male,32.5,123.5,M
2388,Male,14.9,62.9,XS
2389,Female,7,59.8,XS
2390,Male,37.3,146.5,M
2391,Female,30.7,127.3,M
2392,Male,42.3,172.7,XL
2393,Male,29.8,135.7,XL
2394,Female,46.9,159.3,M
2395,Female,20.5,116.7,S
2396,Female,5.5,47.2,XS
2397,Female,23.2,117.6,S
2398,Male,16.6,92.3,S
2399,Female,38.6,132,M
2400,Female,13.6,63.8,XS
2401,Female,11.4,47.1,XS
2402,Male,26.5,126.6,XL
2403,Female,21.1,107.2,S
2404,Male,52.2,160.7,L
2405,Female,39.6,139,M
2406,Female,20.1,117.2,S
2407,Female,37.4,145.7,M
2408,Male,45.1,135.2,M
2409,Female,24.4,140.7,XL
2410,Male,17.6,92.5,S
2411,Male,17.6,84,S
2412,Male,4.1,52.5,XS
2413,Male,26.1,114.9,S
2414,Female,19.3,113.1,S
2415,Female,50.4,159.8,L
2416,Female,11.8,72.8,XS
2417,Male,24.1,126.5,XL
2418,Female,8.3,46,XS
2419,Male,29.6,126.6,XL
2420,Female,42.9,162.2,XL
2421,Female,12.8,72.6,XS
2422,Male,25.5,131,XL
2423,Female,27.3,108.5,S
2424,Female,45.8,167.7,XL
2425,Female,31.2,118.5,M
2426,Male,36.2,158.6,M
2427,Female,16.3,82.8,S
2428,Female,25.4,114.5,S
2429,Female,34.9,133.1,M
2430,Female,12.6,53.4,XS
2431,Male,9.5,54.3,XS
2432,Female,9,84.3,XS
2433,Male,25.1,123.8,XL
2434,Female,24.6,93.4,S
2435,Female,1.3,50,XS
2436,Female,23.8,99.8,S
2437,Male,18.3,58.6,XS
2438,Male,24.4,147,XL
2439,Male,38,126.7,M
2440,Female,10.1,86,S
2441,Male,43.2,133.2,M
2442,Female,32.9,118.3,M
2443,Male,40.6,157.8,M
2444,Male,44.6,146.8,M
2445,Female,27.3,136.3,XL
2446,Male,29.9,151.1,XL
2447,Male,23.8,97.6,S
2448,Male,40.9,154.8,M
2449,Female,37.2,164.3,XL
2450,Female,15.3,75,XS
2451,Female,12.9,63.9,XS
2452,Female,26,134.4,XL
2453,Female,10,80,S
2454,Male,6.1,71,XS
2455,Female,9.2,79,XS
2456,Female,2.4,54.4,XS
2457,Female,32.4,137.4,M
2458,Female,45.7,145.5,M
2459,Female,9,54.9,XS
2460,Male,28.5,132,XL
2461,Female,20.3,124.7,XL
2462,Male,27.7,113.9,S
2463,Female,38.5,150.8,M
2464,Male,38.2,124.4,M
2465,Male,24,106.6,S
2466,Male,12,68.3,XS
2467,Male,40.5,126.7,M
2468,Male,1.4,82.9,XS
2469,Male,18.8,79.5,XS
2470,Female,43.8,152,M
2471,Female,22.2,105.7,S
2472,Female,15.1,85.9,S
2473,Male,26.8,120.7,XL
2474,Male,35.4,157.8,M
2475,Female,19.7,90.9,S
2476,Female,45.3,141,M
2477,Female,33.9,154.8,M
2478,Male,41.7,159.2,M
2479,Male,28.1,103.7,S
2480,Male,22,116.7,S
2481,Female,1.1,51.7,XS
2482,Female,46.6,158.1,M
2483,Male,25.5,100.3,S
2484,Female,8.6,47.1,XS
2485,Female,32.9,135,M
2486,Female,42,180.3,XL
2487,Male,18.1,85.4,S
2488,Male,9,67.1,XS
2489,Female,14.6,72.4,XS
2490,Female,7.1,58.1,XS
2491,Male,6.7,52.5,XS
2492,Female,40.9,169.5,XL
2493,Female,12.3,80.4,S
2494,Male,24.3,107.9,S
2495,Female,28.1,113.2,S
2496,Female,38.6,149.8,M
2497,Female,25.4,92.2,S
2498,Male,3.9,61.3,XS
2499,Female,25.5,96.5,S
2500,Female,16.8,83.7,S
2501,Male,16,75.3,XS
2502,Male,46,139.1,M
2503,Male,40.7,167.9,XL
2504,Female,37.2,154.5,M
2505,Male,44.6,166.6,XL
2506,Female,43.3,147.9,M
2507,Male,44.7,172.5,XL
2508,Female,42.6,150.5,M
2509,Female,25.5,125.4,XL
2510,Female,41.5,156.7,M
2511,Male,29.4,118.6,S
2512,Male,38.7,142.7,M
2513,Female,3.2,60.3,XS
2514,Male,48,160.9,XL
2515,Female,21.9,101.1,S
2516,Female,24.7,125,XL
2517,Female,26.2,72.4,XS
2518,Female,37.8,163.7,XL
2519,Male,30.4,131.1,M
2520,Female,32.3,93.1,M
2521,Female,41.2,162.9,XL
2522,Female,50.2,157,L
2523,Female,39.9,155.1,M
2524,Female,24.5,106.3,S
2525,Female,31.8,133.4,M
2526,Male,38.7,146.5,M
2527,Male,29.4,137.9,XL
2528,Female,5.2,67.9,XS
2529,Male,29.3,116.8,S
2530,Male,43.4,165.7,XL
2531,Male,33.5,122.5,M
2532,Male,13.7,66.4,XS
2533,Female,26.5,148.2,XL
2534,Female,40.3,157.6,M
2535,Male,7.2,78,XS
2536,Male,33.7,124.3,M
2537,Female,44.8,160.3,XL
2538,Male,25,109.5,S
2539,Male,18.2,60,XS
2540,Female,48.7,161.7,XL
2541,Female,15.1,74.3,XS
2542,Male,24.1,130.3,XL
2543,Male,37.4,172.2,XL
2544,Male,7.9,81.4,XS
2545,Male,23.7,102.4,S
2546,Female,44.1,145.1,M
2547,Male,19.7,82.2,S
2548,Female,43.9,149.4,M
2549,Female,33.7,144.7,M
2550,Female,17.6,95,S
2551,Female,31.3,154.9,M
2552,Female,33.2,141.2,M
2553,Female,41.3,172,XL
2554,Male,18.7,87.1,S
2555,Male,10.6,65,XS
2556,Male,36,149.3,M
2557,Female,35.5,154.5,M
2558,Male,27,103.1,S
2559,Male,24.3,106.7,S
2560,Female,47.1,154.4,M
2561,Female,31.3,120.4,M
2562,Male,31,112.2,M
2563,Female,10.7,91.5,S
2564,Male,31,115.5,M
2565,Male,-8.4,53.8,XS
2566,Female,8.6,51.4,XS
2567,Female,4.9,68.5,XS
2568,Female,6.6,58.3,XS
2569,Male,40.2,144,M
2570,Female,35.4,133.8,M
2571,Female,36,143,M
2572,Male,38.6,154.9,M
2573,Male,12.9,68.7,XS
2574,Female,46.9,143.3,M
2575,Female,38.2,136.8,M
2576,Female,38.8,129.9,M
2577,Male,14.6,71.3,XS
2578,Male,11,88.8,S
2579,Female,39.3,189,XL
2580,Male,27.4,104.1,S
2581,Female,44.8,166.5,XL
2582,Female,21.7,99.3,S
2583,Male,19.3,62.2,XS
2584,Female,37.6,178.3,XL
2585,Female,33.2,174.3,XL
2586,Male,43.4,164.5,XL
2587,Male,18.5,104.9,S
2588,Female,17.6,32.3,XS
2589,Male,14,98.8,S
2590,Female,46.2,160.8,XL
2591,Male,36.5,114.4,M
2592,Male,23.1,99.3,S
2593,Female,6.3,52.2,XS
2594,Female,37,157.4,M
2595,Female,19.3,116.5,S
2596,Female,19.2,97.7,S
2597,Male,27.3,118.8,S
2598,Male,22.4,97.3,S
2599,Female,31.1,134.9,M
2600,Female,9.8,61.7,XS
2601,Male,48.5,171.6,XL
2602,Male,20.9,75.3,XS
2603,Male,12.3,67.5,XS
2604,Male,26.5,91.9,S
2605,Male,43.1,106.6,M
2606,Male,23.4,98.4,S
2607,Female,4.4,66.3,XS
2608,Male,40.2,155.9,M
2609,Male,45.1,162.3,XL
2610,Female,44.7,171.8,XL
2611,Female,44.5,148,M
2612,Male,6.5,54.7,XS
2613,Female,31.5,123.9,M
2614,Male,23.7,109.8,S
2615,Female,12.2,92.3,S
2616,Male,19.2,88.7,S
2617,Male,33,102.7,M
2618,Male,44.9,144.3,M
2619,Male,1.7,56.5,XS
2620,Female,27.5,106.2,S
2621,Female,23.5,115.8,S
2622,Male,23.4,109.6,S
2623,Male,42.8,155.8,M
2624,Female,21.6,79.4,XS
2625,Female,35.7,150.5,M
2626,Male,19.7,94.2,S
2627,Male,11.3,63.1,XS
2628,Female,22.2,115.7,S
2629,Male,16.3,81.7,S
2630,Female,39,162,XL
2631,Female,12.7,73.9,XS
2632,Male,15.9,72.1,XS
2633,Female,5.5,59.2,XS
2634,Male,6.6,67.2,XS
2635,Male,25.9,133.6,XL
2636,Male,24.9,119.6,S
2637,Female,18.8,93.8,S
2638,Male,40.4,153.9,M
2639,Female,45.3,161.7,XL
2640,Female,19.1,135.8,XL
2641,Female,34.2,145.9,M
2642,Female,24.1,134,XL
2643,Female,19.3,82.1,S
2644,Female,10.5,73.3,XS
2645,Female,42.6,122.1,M
2646,Female,28.5,106.7,S
2647,Male,30.5,131.6,M
2648,Female,27.5,104.4,S
2649,Female,23.6,107,S
2650,Female,-3.1,59.6,XS
2651,Female,40.3,161.2,XL
2652,Female,41.4,128.5,M
2653,Male,4.4,63.7,XS
2654,Female,44.1,164.2,XL
2655,Female,53.9,158.1,L
2656,Female,5.8,82.6,XS
2657,Female,8.5,109.9,XS
2658,Male,37.5,152.1,M
2659,Female,15.4,92.7,S
2660,Male,25.5,99.6,S
2661,Male,9.9,66.2,XS
2662,Male,30.7,123.5,M
2663,Male,39,146.7,M
2664,Female,30.5,112.9,M
2665,Female,33.9,132.5,M
2666,Female,1.6,49.6,XS
2667,Male,28.7,129.4,XL
2668,Female,20.3,90.3,S
2669,Male,24.2,86,S
2670,Male,20,72.3,XS
2671,Male,28.4,159.2,XL
